Datum;Tijd (CEST);Locatie;Golfhoogte in cm
14-10-2023;19:40;Platform HKZA;221
14-10-2023;19:50;Platform HKZA;222
14-10-2023;20:00;Platform HKZA;239
14-10-2023;20:10;Platform HKZA;241
14-10-2023;20:20;Platform HKZA;245
14-10-2023;20:30;Platform HKZA;245
14-10-2023;20:40;Platform HKZA;241
14-10-2023;20:50;Platform HKZA;237
14-10-2023;21:00;Platform HKZA;232
14-10-2023;21:10;Platform HKZA;243
14-10-2023;21:20;Platform HKZA;256
14-10-2023;21:30;Platform HKZA;251
14-10-2023;21:40;Platform HKZA;254
14-10-2023;21:50;Platform HKZA;261
14-10-2023;22:00;Platform HKZA;254
14-10-2023;22:10;Platform HKZA;266
14-10-2023;22:20;Platform HKZA;271
14-10-2023;22:30;Platform HKZA;279
14-10-2023;22:40;Platform HKZA;290
14-10-2023;22:50;Platform HKZA;282
14-10-2023;23:00;Platform HKZA;293
14-10-2023;23:10;Platform HKZA;292
14-10-2023;23:20;Platform HKZA;279
14-10-2023;23:30;Platform HKZA;283
14-10-2023;23:40;Platform HKZA;301
14-10-2023;23:50;Platform HKZA;304
15-10-2023;00:00;Platform HKZA;294
15-10-2023;00:10;Platform HKZA;287
15-10-2023;00:20;Platform HKZA;293
15-10-2023;00:30;Platform HKZA;300
15-10-2023;00:40;Platform HKZA;302
15-10-2023;00:50;Platform HKZA;309
15-10-2023;01:00;Platform HKZA;292
15-10-2023;01:10;Platform HKZA;283
15-10-2023;01:20;Platform HKZA;299
15-10-2023;01:30;Platform HKZA;299
15-10-2023;01:40;Platform HKZA;286
15-10-2023;01:50;Platform HKZA;278
15-10-2023;02:00;Platform HKZA;273
15-10-2023;02:10;Platform HKZA;275
15-10-2023;02:20;Platform HKZA;286
15-10-2023;02:30;Platform HKZA;291
15-10-2023;02:40;Platform HKZA;274
15-10-2023;02:50;Platform HKZA;281
15-10-2023;03:00;Platform HKZA;279
15-10-2023;03:10;Platform HKZA;275
15-10-2023;03:20;Platform HKZA;275
15-10-2023;03:30;Platform HKZA;272
15-10-2023;03:40;Platform HKZA;278
15-10-2023;03:50;Platform HKZA;263
15-10-2023;04:00;Platform HKZA;257
15-10-2023;04:10;Platform HKZA;258
15-10-2023;04:20;Platform HKZA;253
15-10-2023;04:30;Platform HKZA;262
15-10-2023;04:40;Platform HKZA;259
15-10-2023;04:50;Platform HKZA;249
15-10-2023;05:00;Platform HKZA;272
15-10-2023;05:10;Platform HKZA;280
15-10-2023;05:20;Platform HKZA;273
15-10-2023;05:30;Platform HKZA;290
15-10-2023;05:40;Platform HKZA;284
15-10-2023;05:50;Platform HKZA;286
15-10-2023;06:00;Platform HKZA;301
15-10-2023;06:10;Platform HKZA;295
15-10-2023;06:20;Platform HKZA;282
15-10-2023;06:30;Platform HKZA;283
15-10-2023;06:40;Platform HKZA;284
15-10-2023;06:50;Platform HKZA;268
15-10-2023;07:00;Platform HKZA;263
15-10-2023;07:10;Platform HKZA;256
15-10-2023;07:20;Platform HKZA;266
15-10-2023;07:30;Platform HKZA;273
15-10-2023;07:40;Platform HKZA;264
15-10-2023;07:50;Platform HKZA;251
15-10-2023;08:00;Platform HKZA;267
15-10-2023;08:10;Platform HKZA;287
15-10-2023;08:20;Platform HKZA;306
15-10-2023;08:30;Platform HKZA;319
15-10-2023;08:40;Platform HKZA;308
15-10-2023;08:50;Platform HKZA;321
15-10-2023;09:00;Platform HKZA;316
15-10-2023;09:10;Platform HKZA;311
15-10-2023;09:20;Platform HKZA;350
15-10-2023;09:30;Platform HKZA;359
15-10-2023;09:40;Platform HKZA;338
15-10-2023;09:50;Platform HKZA;335
15-10-2023;10:00;Platform HKZA;332
15-10-2023;10:10;Platform HKZA;344
15-10-2023;10:20;Platform HKZA;352
15-10-2023;10:30;Platform HKZA;339
15-10-2023;10:40;Platform HKZA;347
15-10-2023;10:50;Platform HKZA;358
15-10-2023;11:00;Platform HKZA;337
15-10-2023;11:10;Platform HKZA;344
15-10-2023;11:20;Platform HKZA;344
15-10-2023;11:30;Platform HKZA;329
15-10-2023;11:40;Platform HKZA;348
15-10-2023;11:50;Platform HKZA;355
15-10-2023;12:00;Platform HKZA;345
15-10-2023;12:10;Platform HKZA;342
15-10-2023;12:20;Platform HKZA;339
15-10-2023;12:30;Platform HKZA;326
15-10-2023;12:40;Platform HKZA;335
15-10-2023;12:50;Platform HKZA;334
15-10-2023;13:00;Platform HKZA;315
15-10-2023;13:10;Platform HKZA;319
15-10-2023;13:20;Platform HKZA;321
15-10-2023;13:30;Platform HKZA;323
15-10-2023;13:40;Platform HKZA;339
15-10-2023;13:50;Platform HKZA;328
15-10-2023;14:00;Platform HKZA;310
15-10-2023;14:10;Platform HKZA;310
15-10-2023;14:20;Platform HKZA;315
15-10-2023;14:30;Platform HKZA;321
15-10-2023;14:40;Platform HKZA;325
15-10-2023;14:50;Platform HKZA;315
15-10-2023;15:00;Platform HKZA;293
15-10-2023;15:10;Platform HKZA;285
15-10-2023;15:20;Platform HKZA;288
15-10-2023;15:30;Platform HKZA;288
15-10-2023;15:40;Platform HKZA;289
15-10-2023;15:50;Platform HKZA;280
15-10-2023;16:00;Platform HKZA;280
15-10-2023;16:10;Platform HKZA;291
15-10-2023;16:20;Platform HKZA;287
15-10-2023;16:30;Platform HKZA;274
15-10-2023;16:40;Platform HKZA;271
15-10-2023;16:50;Platform HKZA;282
15-10-2023;17:00;Platform HKZA;271
15-10-2023;17:10;Platform HKZA;258
15-10-2023;17:20;Platform HKZA;250
15-10-2023;17:30;Platform HKZA;230
15-10-2023;17:40;Platform HKZA;237
15-10-2023;17:50;Platform HKZA;252
15-10-2023;18:00;Platform HKZA;247
15-10-2023;18:10;Platform HKZA;234
15-10-2023;18:20;Platform HKZA;221
15-10-2023;18:30;Platform HKZA;215
15-10-2023;18:40;Platform HKZA;217
15-10-2023;18:50;Platform HKZA;222
15-10-2023;19:00;Platform HKZA;217
15-10-2023;19:10;Platform HKZA;215
15-10-2023;19:20;Platform HKZA;226
15-10-2023;19:30;Platform HKZA;221
15-10-2023;19:40;Platform HKZA;213
15-10-2023;19:50;Platform HKZA;214
15-10-2023;20:00;Platform HKZA;207
15-10-2023;20:10;Platform HKZA;201
15-10-2023;20:20;Platform HKZA;201
15-10-2023;20:30;Platform HKZA;214
15-10-2023;20:40;Platform HKZA;228
15-10-2023;20:50;Platform HKZA;217
15-10-2023;21:00;Platform HKZA;205
15-10-2023;21:10;Platform HKZA;217
15-10-2023;21:20;Platform HKZA;223
15-10-2023;21:30;Platform HKZA;218
15-10-2023;21:40;Platform HKZA;218
15-10-2023;21:50;Platform HKZA;228
15-10-2023;22:00;Platform HKZA;225
15-10-2023;22:10;Platform HKZA;220
15-10-2023;22:20;Platform HKZA;233
15-10-2023;22:30;Platform HKZA;248
15-10-2023;22:40;Platform HKZA;257
15-10-2023;22:50;Platform HKZA;246
15-10-2023;23:00;Platform HKZA;224
15-10-2023;23:10;Platform HKZA;228
15-10-2023;23:20;Platform HKZA;227
15-10-2023;23:30;Platform HKZA;220
15-10-2023;23:40;Platform HKZA;231
15-10-2023;23:50;Platform HKZA;235
16-10-2023;00:00;Platform HKZA;243
16-10-2023;00:10;Platform HKZA;241
16-10-2023;00:20;Platform HKZA;229
16-10-2023;00:30;Platform HKZA;234
16-10-2023;00:40;Platform HKZA;232
16-10-2023;00:50;Platform HKZA;240
16-10-2023;01:00;Platform HKZA;250
16-10-2023;01:10;Platform HKZA;240
16-10-2023;01:20;Platform HKZA;233
16-10-2023;01:30;Platform HKZA;228
16-10-2023;01:40;Platform HKZA;229
16-10-2023;01:50;Platform HKZA;230
16-10-2023;02:00;Platform HKZA;232
16-10-2023;02:10;Platform HKZA;224
16-10-2023;02:20;Platform HKZA;225
16-10-2023;02:30;Platform HKZA;224
16-10-2023;02:40;Platform HKZA;226
16-10-2023;02:50;Platform HKZA;246
16-10-2023;03:00;Platform HKZA;230
16-10-2023;03:10;Platform HKZA;213
16-10-2023;03:20;Platform HKZA;217
16-10-2023;03:30;Platform HKZA;215
16-10-2023;03:40;Platform HKZA;199
16-10-2023;03:50;Platform HKZA;195
16-10-2023;04:00;Platform HKZA;206
16-10-2023;04:10;Platform HKZA;208
16-10-2023;04:20;Platform HKZA;210
16-10-2023;04:30;Platform HKZA;211
16-10-2023;04:40;Platform HKZA;198
16-10-2023;04:50;Platform HKZA;186
16-10-2023;05:00;Platform HKZA;194
16-10-2023;05:10;Platform HKZA;198
16-10-2023;05:20;Platform HKZA;201
16-10-2023;05:30;Platform HKZA;204
16-10-2023;05:40;Platform HKZA;191
16-10-2023;05:50;Platform HKZA;184
16-10-2023;06:00;Platform HKZA;182
16-10-2023;06:10;Platform HKZA;183
16-10-2023;06:20;Platform HKZA;189
16-10-2023;06:30;Platform HKZA;174
16-10-2023;06:40;Platform HKZA;155
16-10-2023;06:50;Platform HKZA;163
16-10-2023;07:00;Platform HKZA;169
16-10-2023;07:10;Platform HKZA;163
16-10-2023;07:20;Platform HKZA;168
16-10-2023;07:30;Platform HKZA;167
16-10-2023;07:40;Platform HKZA;156
16-10-2023;07:50;Platform HKZA;159
16-10-2023;08:00;Platform HKZA;157
16-10-2023;08:10;Platform HKZA;145
16-10-2023;08:20;Platform HKZA;144
16-10-2023;08:30;Platform HKZA;142
16-10-2023;08:40;Platform HKZA;139
16-10-2023;08:50;Platform HKZA;146
16-10-2023;09:00;Platform HKZA;155
16-10-2023;09:10;Platform HKZA;149
16-10-2023;09:20;Platform HKZA;144
16-10-2023;09:30;Platform HKZA;147
16-10-2023;09:40;Platform HKZA;149
16-10-2023;09:50;Platform HKZA;153
16-10-2023;10:00;Platform HKZA;158
16-10-2023;10:10;Platform HKZA;158
16-10-2023;10:20;Platform HKZA;154
16-10-2023;10:30;Platform HKZA;165
16-10-2023;10:40;Platform HKZA;172
16-10-2023;10:50;Platform HKZA;156
16-10-2023;11:00;Platform HKZA;148
16-10-2023;11:10;Platform HKZA;157
16-10-2023;11:20;Platform HKZA;155
16-10-2023;11:30;Platform HKZA;149
16-10-2023;11:40;Platform HKZA;153
16-10-2023;11:50;Platform HKZA;164
16-10-2023;12:00;Platform HKZA;161
16-10-2023;12:10;Platform HKZA;160
16-10-2023;12:20;Platform HKZA;162
16-10-2023;12:30;Platform HKZA;165
16-10-2023;12:40;Platform HKZA;162
16-10-2023;12:50;Platform HKZA;146
16-10-2023;13:00;Platform HKZA;155
16-10-2023;13:10;Platform HKZA;166
16-10-2023;13:20;Platform HKZA;162
16-10-2023;13:30;Platform HKZA;155
16-10-2023;13:40;Platform HKZA;154
16-10-2023;13:50;Platform HKZA;148
16-10-2023;14:00;Platform HKZA;146
16-10-2023;14:10;Platform HKZA;152
16-10-2023;14:20;Platform HKZA;147
16-10-2023;14:30;Platform HKZA;147
16-10-2023;14:40;Platform HKZA;154
16-10-2023;14:50;Platform HKZA;146
16-10-2023;15:00;Platform HKZA;134
16-10-2023;15:10;Platform HKZA;135
16-10-2023;15:20;Platform HKZA;139
16-10-2023;15:30;Platform HKZA;146
16-10-2023;15:40;Platform HKZA;149
16-10-2023;15:50;Platform HKZA;152
16-10-2023;16:00;Platform HKZA;151
16-10-2023;16:10;Platform HKZA;150
16-10-2023;16:20;Platform HKZA;144
16-10-2023;16:30;Platform HKZA;145
16-10-2023;16:40;Platform HKZA;144
16-10-2023;16:50;Platform HKZA;139
16-10-2023;17:00;Platform HKZA;134
16-10-2023;17:10;Platform HKZA;132
16-10-2023;17:20;Platform HKZA;142
16-10-2023;17:30;Platform HKZA;131
16-10-2023;17:40;Platform HKZA;123
16-10-2023;17:50;Platform HKZA;135
16-10-2023;18:00;Platform HKZA;127
16-10-2023;18:10;Platform HKZA;117
16-10-2023;18:20;Platform HKZA;122
16-10-2023;18:30;Platform HKZA;119
16-10-2023;18:40;Platform HKZA;119
16-10-2023;18:50;Platform HKZA;116
16-10-2023;19:00;Platform HKZA;110
16-10-2023;19:10;Platform HKZA;110
16-10-2023;19:20;Platform HKZA;106
16-10-2023;19:30;Platform HKZA;106
16-10-2023;19:40;Platform HKZA;107
16-10-2023;19:50;Platform HKZA;105
16-10-2023;20:00;Platform HKZA;100
16-10-2023;20:10;Platform HKZA;94
16-10-2023;20:20;Platform HKZA;97
16-10-2023;20:30;Platform HKZA;102
16-10-2023;20:40;Platform HKZA;104
16-10-2023;20:50;Platform HKZA;106
16-10-2023;21:00;Platform HKZA;105
16-10-2023;21:10;Platform HKZA;103
16-10-2023;21:20;Platform HKZA;100
16-10-2023;21:30;Platform HKZA;96
16-10-2023;21:40;Platform HKZA;104
16-10-2023;21:50;Platform HKZA;108
16-10-2023;22:00;Platform HKZA;103
16-10-2023;22:10;Platform HKZA;103
16-10-2023;22:20;Platform HKZA;111
16-10-2023;22:30;Platform HKZA;115
16-10-2023;22:40;Platform HKZA;112
16-10-2023;22:50;Platform HKZA;112
16-10-2023;23:00;Platform HKZA;111
16-10-2023;23:10;Platform HKZA;106
16-10-2023;23:20;Platform HKZA;107
16-10-2023;23:30;Platform HKZA;111
16-10-2023;23:40;Platform HKZA;113
16-10-2023;23:50;Platform HKZA;113
17-10-2023;00:00;Platform HKZA;106
17-10-2023;00:10;Platform HKZA;102
17-10-2023;00:20;Platform HKZA;106
17-10-2023;00:30;Platform HKZA;108
17-10-2023;00:40;Platform HKZA;106
17-10-2023;00:50;Platform HKZA;104
17-10-2023;01:00;Platform HKZA;107
17-10-2023;01:10;Platform HKZA;108
17-10-2023;01:20;Platform HKZA;111
17-10-2023;01:30;Platform HKZA;115
17-10-2023;01:40;Platform HKZA;117
17-10-2023;01:50;Platform HKZA;117
17-10-2023;02:00;Platform HKZA;115
17-10-2023;02:10;Platform HKZA;114
17-10-2023;02:20;Platform HKZA;113
17-10-2023;02:30;Platform HKZA;116
17-10-2023;02:40;Platform HKZA;118
17-10-2023;02:50;Platform HKZA;115
17-10-2023;03:00;Platform HKZA;109
17-10-2023;03:10;Platform HKZA;105
17-10-2023;03:20;Platform HKZA;104
17-10-2023;03:30;Platform HKZA;108
17-10-2023;03:40;Platform HKZA;111
17-10-2023;03:50;Platform HKZA;112
17-10-2023;04:00;Platform HKZA;110
17-10-2023;04:10;Platform HKZA;111
17-10-2023;04:20;Platform HKZA;108
17-10-2023;04:30;Platform HKZA;107
17-10-2023;04:40;Platform HKZA;115
17-10-2023;04:50;Platform HKZA;109
17-10-2023;05:00;Platform HKZA;106
17-10-2023;05:10;Platform HKZA;111
17-10-2023;05:20;Platform HKZA;105
17-10-2023;05:30;Platform HKZA;101
17-10-2023;05:40;Platform HKZA;102
17-10-2023;05:50;Platform HKZA;99
17-10-2023;06:00;Platform HKZA;102
17-10-2023;06:10;Platform HKZA;107
17-10-2023;06:20;Platform HKZA;105
17-10-2023;06:30;Platform HKZA;104
17-10-2023;06:40;Platform HKZA;101
17-10-2023;06:50;Platform HKZA;103
17-10-2023;07:00;Platform HKZA;103
17-10-2023;07:10;Platform HKZA;100
17-10-2023;07:20;Platform HKZA;100
17-10-2023;07:30;Platform HKZA;101
17-10-2023;07:40;Platform HKZA;99
17-10-2023;07:50;Platform HKZA;96
17-10-2023;08:00;Platform HKZA;93
17-10-2023;08:10;Platform HKZA;92
17-10-2023;08:20;Platform HKZA;93
17-10-2023;08:30;Platform HKZA;96
17-10-2023;08:40;Platform HKZA;94
17-10-2023;08:50;Platform HKZA;89
17-10-2023;09:00;Platform HKZA;91
17-10-2023;09:10;Platform HKZA;95
17-10-2023;09:20;Platform HKZA;93
17-10-2023;09:30;Platform HKZA;91
17-10-2023;09:40;Platform HKZA;95
17-10-2023;09:50;Platform HKZA;98
17-10-2023;10:00;Platform HKZA;96
17-10-2023;10:10;Platform HKZA;93
17-10-2023;10:20;Platform HKZA;93
17-10-2023;10:30;Platform HKZA;95
17-10-2023;10:40;Platform HKZA;96
17-10-2023;10:50;Platform HKZA;96
17-10-2023;11:00;Platform HKZA;98
17-10-2023;11:10;Platform HKZA;94
17-10-2023;11:20;Platform HKZA;91
17-10-2023;11:30;Platform HKZA;93
17-10-2023;11:40;Platform HKZA;94
17-10-2023;11:50;Platform HKZA;93
17-10-2023;12:00;Platform HKZA;90
17-10-2023;12:10;Platform HKZA;89
17-10-2023;12:20;Platform HKZA;91
17-10-2023;12:30;Platform HKZA;90
17-10-2023;12:40;Platform HKZA;96
17-10-2023;12:50;Platform HKZA;98
17-10-2023;13:00;Platform HKZA;96
17-10-2023;13:10;Platform HKZA;97
17-10-2023;13:20;Platform HKZA;96
17-10-2023;13:30;Platform HKZA;98
17-10-2023;13:40;Platform HKZA;94
17-10-2023;13:50;Platform HKZA;93
17-10-2023;14:00;Platform HKZA;95
17-10-2023;14:10;Platform HKZA;98
17-10-2023;14:20;Platform HKZA;97
17-10-2023;14:30;Platform HKZA;93
17-10-2023;14:40;Platform HKZA;96
17-10-2023;14:50;Platform HKZA;96
17-10-2023;15:00;Platform HKZA;95
17-10-2023;15:10;Platform HKZA;94
17-10-2023;15:20;Platform HKZA;93
17-10-2023;15:30;Platform HKZA;93
17-10-2023;15:40;Platform HKZA;93
17-10-2023;15:50;Platform HKZA;91
17-10-2023;16:00;Platform HKZA;89
17-10-2023;16:10;Platform HKZA;92
17-10-2023;16:20;Platform HKZA;96
17-10-2023;16:30;Platform HKZA;99
17-10-2023;16:40;Platform HKZA;98
17-10-2023;16:50;Platform HKZA;92
17-10-2023;17:00;Platform HKZA;89
17-10-2023;17:10;Platform HKZA;95
17-10-2023;17:20;Platform HKZA;99
17-10-2023;17:30;Platform HKZA;94
17-10-2023;17:40;Platform HKZA;96
17-10-2023;17:50;Platform HKZA;103
17-10-2023;18:00;Platform HKZA;107
17-10-2023;18:10;Platform HKZA;102
17-10-2023;18:20;Platform HKZA;98
17-10-2023;18:30;Platform HKZA;98
17-10-2023;18:40;Platform HKZA;94
17-10-2023;18:50;Platform HKZA;96
17-10-2023;19:00;Platform HKZA;98
17-10-2023;19:10;Platform HKZA;95
17-10-2023;19:20;Platform HKZA;92
17-10-2023;19:30;Platform HKZA;94
17-10-2023;19:40;Platform HKZA;95
17-10-2023;19:50;Platform HKZA;97
17-10-2023;20:00;Platform HKZA;96
17-10-2023;20:10;Platform HKZA;92
17-10-2023;20:20;Platform HKZA;95
17-10-2023;20:30;Platform HKZA;93
17-10-2023;20:40;Platform HKZA;90
17-10-2023;20:50;Platform HKZA;95
17-10-2023;21:00;Platform HKZA;97
17-10-2023;21:10;Platform HKZA;93
17-10-2023;21:20;Platform HKZA;94
17-10-2023;21:30;Platform HKZA;99
17-10-2023;21:40;Platform HKZA;101
17-10-2023;21:50;Platform HKZA;102
17-10-2023;22:00;Platform HKZA;107
17-10-2023;22:10;Platform HKZA;109
17-10-2023;22:20;Platform HKZA;107
17-10-2023;22:30;Platform HKZA;107
17-10-2023;22:40;Platform HKZA;111
17-10-2023;22:50;Platform HKZA;111
17-10-2023;23:00;Platform HKZA;117
17-10-2023;23:10;Platform HKZA;121
17-10-2023;23:20;Platform HKZA;118
17-10-2023;23:30;Platform HKZA;121
17-10-2023;23:40;Platform HKZA;119
17-10-2023;23:50;Platform HKZA;121
18-10-2023;00:00;Platform HKZA;126
18-10-2023;00:10;Platform HKZA;123
18-10-2023;00:20;Platform HKZA;118
18-10-2023;00:30;Platform HKZA;115
18-10-2023;00:40;Platform HKZA;113
18-10-2023;00:50;Platform HKZA;112
18-10-2023;01:00;Platform HKZA;113
18-10-2023;01:10;Platform HKZA;114
18-10-2023;01:20;Platform HKZA;109
18-10-2023;01:30;Platform HKZA;106
18-10-2023;01:40;Platform HKZA;107
18-10-2023;01:50;Platform HKZA;109
18-10-2023;02:00;Platform HKZA;111
18-10-2023;02:10;Platform HKZA;108
18-10-2023;02:20;Platform HKZA;103
18-10-2023;02:30;Platform HKZA;99
18-10-2023;02:40;Platform HKZA;97
18-10-2023;02:50;Platform HKZA;97
18-10-2023;03:00;Platform HKZA;100
18-10-2023;03:10;Platform HKZA;102
18-10-2023;03:20;Platform HKZA;101
18-10-2023;03:30;Platform HKZA;101
18-10-2023;03:40;Platform HKZA;105
18-10-2023;03:50;Platform HKZA;105
18-10-2023;04:00;Platform HKZA;95
18-10-2023;04:10;Platform HKZA;95
18-10-2023;04:20;Platform HKZA;101
18-10-2023;04:30;Platform HKZA;104
18-10-2023;04:40;Platform HKZA;107
18-10-2023;04:50;Platform HKZA;103
18-10-2023;05:00;Platform HKZA;99
18-10-2023;05:10;Platform HKZA;103
18-10-2023;05:20;Platform HKZA;106
18-10-2023;05:30;Platform HKZA;114
18-10-2023;05:40;Platform HKZA;116
18-10-2023;05:50;Platform HKZA;113
18-10-2023;06:00;Platform HKZA;109
18-10-2023;06:10;Platform HKZA;107
18-10-2023;06:20;Platform HKZA;107
18-10-2023;06:30;Platform HKZA;109
18-10-2023;06:40;Platform HKZA;117
18-10-2023;06:50;Platform HKZA;115
18-10-2023;07:00;Platform HKZA;113
18-10-2023;07:10;Platform HKZA;110
18-10-2023;07:20;Platform HKZA;107
18-10-2023;07:30;Platform HKZA;113
18-10-2023;07:40;Platform HKZA;118
18-10-2023;07:50;Platform HKZA;117
18-10-2023;08:00;Platform HKZA;111
18-10-2023;08:10;Platform HKZA;114
18-10-2023;08:20;Platform HKZA;120
18-10-2023;08:30;Platform HKZA;117
18-10-2023;08:40;Platform HKZA;117
18-10-2023;08:50;Platform HKZA;124
18-10-2023;09:00;Platform HKZA;127
18-10-2023;09:10;Platform HKZA;132
18-10-2023;09:20;Platform HKZA;130
18-10-2023;09:30;Platform HKZA;117
18-10-2023;09:40;Platform HKZA;121
18-10-2023;09:50;Platform HKZA;131
18-10-2023;10:00;Platform HKZA;127
18-10-2023;10:10;Platform HKZA;122
18-10-2023;10:20;Platform HKZA;129
18-10-2023;10:30;Platform HKZA;132
18-10-2023;10:40;Platform HKZA;136
18-10-2023;10:50;Platform HKZA;138
18-10-2023;11:00;Platform HKZA;134
18-10-2023;11:10;Platform HKZA;136
18-10-2023;11:20;Platform HKZA;139
18-10-2023;11:30;Platform HKZA;143
18-10-2023;11:40;Platform HKZA;133
18-10-2023;11:50;Platform HKZA;133
18-10-2023;12:00;Platform HKZA;140
18-10-2023;12:10;Platform HKZA;127
18-10-2023;12:20;Platform HKZA;133
18-10-2023;12:30;Platform HKZA;141
18-10-2023;12:40;Platform HKZA;136
18-10-2023;12:50;Platform HKZA;127
18-10-2023;13:00;Platform HKZA;116
18-10-2023;13:10;Platform HKZA;112
18-10-2023;13:20;Platform HKZA;
18-10-2023;13:30;Platform HKZA;
18-10-2023;13:40;Platform HKZA;
18-10-2023;13:50;Platform HKZA;
18-10-2023;14:00;Platform HKZA;
18-10-2023;14:10;Platform HKZA;
18-10-2023;14:20;Platform HKZA;139
18-10-2023;14:30;Platform HKZA;130
18-10-2023;14:40;Platform HKZA;117
18-10-2023;14:50;Platform HKZA;112
18-10-2023;15:00;Platform HKZA;114
18-10-2023;15:10;Platform HKZA;121
18-10-2023;15:20;Platform HKZA;125
18-10-2023;15:30;Platform HKZA;114
18-10-2023;15:40;Platform HKZA;117
18-10-2023;15:50;Platform HKZA;122
18-10-2023;16:00;Platform HKZA;122
18-10-2023;16:10;Platform HKZA;124
18-10-2023;16:20;Platform HKZA;114
18-10-2023;16:30;Platform HKZA;117
18-10-2023;16:40;Platform HKZA;125
18-10-2023;16:50;Platform HKZA;120
18-10-2023;17:00;Platform HKZA;122
18-10-2023;17:10;Platform HKZA;126
18-10-2023;17:20;Platform HKZA;126
18-10-2023;17:30;Platform HKZA;134
18-10-2023;17:40;Platform HKZA;135
18-10-2023;17:50;Platform HKZA;133
18-10-2023;18:00;Platform HKZA;137
18-10-2023;18:10;Platform HKZA;129
18-10-2023;18:20;Platform HKZA;135
18-10-2023;18:30;Platform HKZA;148
18-10-2023;18:40;Platform HKZA;146
18-10-2023;18:50;Platform HKZA;138
18-10-2023;19:00;Platform HKZA;138
18-10-2023;19:10;Platform HKZA;144
18-10-2023;19:20;Platform HKZA;144
18-10-2023;19:30;Platform HKZA;140
18-10-2023;19:40;Platform HKZA;141
18-10-2023;19:50;Platform HKZA;135
18-10-2023;20:00;Platform HKZA;129
18-10-2023;20:10;Platform HKZA;140
18-10-2023;20:20;Platform HKZA;134
18-10-2023;20:30;Platform HKZA;126
18-10-2023;20:40;Platform HKZA;128
18-10-2023;20:50;Platform HKZA;129
18-10-2023;21:00;Platform HKZA;131
18-10-2023;21:10;Platform HKZA;125
18-10-2023;21:20;Platform HKZA;125
18-10-2023;21:30;Platform HKZA;131
18-10-2023;21:40;Platform HKZA;134
18-10-2023;21:50;Platform HKZA;129
18-10-2023;22:00;Platform HKZA;130
18-10-2023;22:10;Platform HKZA;130
18-10-2023;22:20;Platform HKZA;128
18-10-2023;22:30;Platform HKZA;144
18-10-2023;22:40;Platform HKZA;145
18-10-2023;22:50;Platform HKZA;145
18-10-2023;23:00;Platform HKZA;168
18-10-2023;23:10;Platform HKZA;174
18-10-2023;23:20;Platform HKZA;154
18-10-2023;23:30;Platform HKZA;139
18-10-2023;23:40;Platform HKZA;136
18-10-2023;23:50;Platform HKZA;148
19-10-2023;00:00;Platform HKZA;151
19-10-2023;00:10;Platform HKZA;139
19-10-2023;00:20;Platform HKZA;142
19-10-2023;00:30;Platform HKZA;160
19-10-2023;00:40;Platform HKZA;159
19-10-2023;00:50;Platform HKZA;143
19-10-2023;01:00;Platform HKZA;135
19-10-2023;01:10;Platform HKZA;132
19-10-2023;01:20;Platform HKZA;134
19-10-2023;01:30;Platform HKZA;132
19-10-2023;01:40;Platform HKZA;125
19-10-2023;01:50;Platform HKZA;126
19-10-2023;02:00;Platform HKZA;127
19-10-2023;02:10;Platform HKZA;130
19-10-2023;02:20;Platform HKZA;135
19-10-2023;02:30;Platform HKZA;123
19-10-2023;02:40;Platform HKZA;114
19-10-2023;02:50;Platform HKZA;111
19-10-2023;03:00;Platform HKZA;107
19-10-2023;03:10;Platform HKZA;105
19-10-2023;03:20;Platform HKZA;99
19-10-2023;03:30;Platform HKZA;100
19-10-2023;03:40;Platform HKZA;101
19-10-2023;03:50;Platform HKZA;98
19-10-2023;04:00;Platform HKZA;98
19-10-2023;04:10;Platform HKZA;98
19-10-2023;04:20;Platform HKZA;106
19-10-2023;04:30;Platform HKZA;113
19-10-2023;04:40;Platform HKZA;117
19-10-2023;04:50;Platform HKZA;124
19-10-2023;05:00;Platform HKZA;123
19-10-2023;05:10;Platform HKZA;124
19-10-2023;05:20;Platform HKZA;134
19-10-2023;05:30;Platform HKZA;143
19-10-2023;05:40;Platform HKZA;146
19-10-2023;05:50;Platform HKZA;151
19-10-2023;06:00;Platform HKZA;160
19-10-2023;06:10;Platform HKZA;156
19-10-2023;06:20;Platform HKZA;158
19-10-2023;06:30;Platform HKZA;158
19-10-2023;06:40;Platform HKZA;161
19-10-2023;06:50;Platform HKZA;162
19-10-2023;07:00;Platform HKZA;162
19-10-2023;07:10;Platform HKZA;176
19-10-2023;07:20;Platform HKZA;183
19-10-2023;07:30;Platform HKZA;186
19-10-2023;07:40;Platform HKZA;183
19-10-2023;07:50;Platform HKZA;177
19-10-2023;08:00;Platform HKZA;172
19-10-2023;08:10;Platform HKZA;174
19-10-2023;08:20;Platform HKZA;172
19-10-2023;08:30;Platform HKZA;169
19-10-2023;08:40;Platform HKZA;175
19-10-2023;08:50;Platform HKZA;179
19-10-2023;09:00;Platform HKZA;172
19-10-2023;09:10;Platform HKZA;168
19-10-2023;09:20;Platform HKZA;168
19-10-2023;09:30;Platform HKZA;160
19-10-2023;09:40;Platform HKZA;158
19-10-2023;09:50;Platform HKZA;152
19-10-2023;10:00;Platform HKZA;145
19-10-2023;10:10;Platform HKZA;147
19-10-2023;10:20;Platform HKZA;144
