Datum;Tijd (CEST);Locatie;Golfhoogte in cm
5-10-2023;14:00;Platform HKZA;115
5-10-2023;14:10;Platform HKZA;114
5-10-2023;14:20;Platform HKZA;115
5-10-2023;14:30;Platform HKZA;117
5-10-2023;14:40;Platform HKZA;110
5-10-2023;14:50;Platform HKZA;107
5-10-2023;15:00;Platform HKZA;122
5-10-2023;15:10;Platform HKZA;124
5-10-2023;15:20;Platform HKZA;110
5-10-2023;15:30;Platform HKZA;107
5-10-2023;15:40;Platform HKZA;103
5-10-2023;15:50;Platform HKZA;105
5-10-2023;16:00;Platform HKZA;111
5-10-2023;16:10;Platform HKZA;108
5-10-2023;16:20;Platform HKZA;109
5-10-2023;16:30;Platform HKZA;111
5-10-2023;16:40;Platform HKZA;114
5-10-2023;16:50;Platform HKZA;119
5-10-2023;17:00;Platform HKZA;113
5-10-2023;17:10;Platform HKZA;110
5-10-2023;17:20;Platform HKZA;114
5-10-2023;17:30;Platform HKZA;112
5-10-2023;17:40;Platform HKZA;111
5-10-2023;17:50;Platform HKZA;110
5-10-2023;18:00;Platform HKZA;116
5-10-2023;18:10;Platform HKZA;120
5-10-2023;18:20;Platform HKZA;120
5-10-2023;18:30;Platform HKZA;122
5-10-2023;18:40;Platform HKZA;119
5-10-2023;18:50;Platform HKZA;117
5-10-2023;19:00;Platform HKZA;121
5-10-2023;19:10;Platform HKZA;119
5-10-2023;19:20;Platform HKZA;119
5-10-2023;19:30;Platform HKZA;125
5-10-2023;19:40;Platform HKZA;125
5-10-2023;19:50;Platform HKZA;119
5-10-2023;20:00;Platform HKZA;117
5-10-2023;20:10;Platform HKZA;116
5-10-2023;20:20;Platform HKZA;116
5-10-2023;20:30;Platform HKZA;115
5-10-2023;20:40;Platform HKZA;108
5-10-2023;20:50;Platform HKZA;107
5-10-2023;21:00;Platform HKZA;111
5-10-2023;21:10;Platform HKZA;113
5-10-2023;21:20;Platform HKZA;115
5-10-2023;21:30;Platform HKZA;118
5-10-2023;21:40;Platform HKZA;117
5-10-2023;21:50;Platform HKZA;113
5-10-2023;22:00;Platform HKZA;108
5-10-2023;22:10;Platform HKZA;103
5-10-2023;22:20;Platform HKZA;108
5-10-2023;22:30;Platform HKZA;110
5-10-2023;22:40;Platform HKZA;112
5-10-2023;22:50;Platform HKZA;118
5-10-2023;23:00;Platform HKZA;120
5-10-2023;23:10;Platform HKZA;123
5-10-2023;23:20;Platform HKZA;128
5-10-2023;23:30;Platform HKZA;119
5-10-2023;23:40;Platform HKZA;118
5-10-2023;23:50;Platform HKZA;123
6-10-2023;00:00;Platform HKZA;125
6-10-2023;00:10;Platform HKZA;130
6-10-2023;00:20;Platform HKZA;131
6-10-2023;00:30;Platform HKZA;141
6-10-2023;00:40;Platform HKZA;141
6-10-2023;00:50;Platform HKZA;137
6-10-2023;01:00;Platform HKZA;138
6-10-2023;01:10;Platform HKZA;145
6-10-2023;01:20;Platform HKZA;160
6-10-2023;01:30;Platform HKZA;163
6-10-2023;01:40;Platform HKZA;151
6-10-2023;01:50;Platform HKZA;150
6-10-2023;02:00;Platform HKZA;157
6-10-2023;02:10;Platform HKZA;183
6-10-2023;02:20;Platform HKZA;198
6-10-2023;02:30;Platform HKZA;177
6-10-2023;02:40;Platform HKZA;176
6-10-2023;02:50;Platform HKZA;179
6-10-2023;03:00;Platform HKZA;177
6-10-2023;03:10;Platform HKZA;179
6-10-2023;03:20;Platform HKZA;171
6-10-2023;03:30;Platform HKZA;174
6-10-2023;03:40;Platform HKZA;190
6-10-2023;03:50;Platform HKZA;186
6-10-2023;04:00;Platform HKZA;186
6-10-2023;04:10;Platform HKZA;200
6-10-2023;04:20;Platform HKZA;206
6-10-2023;04:30;Platform HKZA;208
6-10-2023;04:40;Platform HKZA;206
6-10-2023;04:50;Platform HKZA;200
6-10-2023;05:00;Platform HKZA;204
6-10-2023;05:10;Platform HKZA;205
6-10-2023;05:20;Platform HKZA;207
6-10-2023;05:30;Platform HKZA;210
6-10-2023;05:40;Platform HKZA;210
6-10-2023;05:50;Platform HKZA;208
6-10-2023;06:00;Platform HKZA;213
6-10-2023;06:10;Platform HKZA;237
6-10-2023;06:20;Platform HKZA;238
6-10-2023;06:30;Platform HKZA;211
6-10-2023;06:40;Platform HKZA;209
6-10-2023;06:50;Platform HKZA;223
6-10-2023;07:00;Platform HKZA;227
6-10-2023;07:10;Platform HKZA;226
6-10-2023;07:20;Platform HKZA;215
6-10-2023;07:30;Platform HKZA;210
6-10-2023;07:40;Platform HKZA;211
6-10-2023;07:50;Platform HKZA;217
6-10-2023;08:00;Platform HKZA;218
6-10-2023;08:10;Platform HKZA;214
6-10-2023;08:20;Platform HKZA;211
6-10-2023;08:30;Platform HKZA;214
6-10-2023;08:40;Platform HKZA;214
6-10-2023;08:50;Platform HKZA;208
6-10-2023;09:00;Platform HKZA;206
6-10-2023;09:10;Platform HKZA;206
6-10-2023;09:20;Platform HKZA;212
6-10-2023;09:30;Platform HKZA;214
6-10-2023;09:40;Platform HKZA;222
6-10-2023;09:50;Platform HKZA;214
6-10-2023;10:00;Platform HKZA;199
6-10-2023;10:10;Platform HKZA;211
6-10-2023;10:20;Platform HKZA;210
6-10-2023;10:30;Platform HKZA;216
6-10-2023;10:40;Platform HKZA;236
6-10-2023;10:50;Platform HKZA;234
6-10-2023;11:00;Platform HKZA;218
6-10-2023;11:10;Platform HKZA;203
6-10-2023;11:20;Platform HKZA;214
6-10-2023;11:30;Platform HKZA;232
6-10-2023;11:40;Platform HKZA;232
6-10-2023;11:50;Platform HKZA;225
6-10-2023;12:00;Platform HKZA;208
6-10-2023;12:10;Platform HKZA;207
6-10-2023;12:20;Platform HKZA;229
6-10-2023;12:30;Platform HKZA;227
6-10-2023;12:40;Platform HKZA;208
6-10-2023;12:50;Platform HKZA;200
6-10-2023;13:00;Platform HKZA;213
6-10-2023;13:10;Platform HKZA;215
6-10-2023;13:20;Platform HKZA;231
6-10-2023;13:30;Platform HKZA;234
6-10-2023;13:40;Platform HKZA;221
6-10-2023;13:50;Platform HKZA;226
6-10-2023;14:00;Platform HKZA;207
6-10-2023;14:10;Platform HKZA;190
6-10-2023;14:20;Platform HKZA;200
6-10-2023;14:30;Platform HKZA;207
6-10-2023;14:40;Platform HKZA;197
6-10-2023;14:50;Platform HKZA;197
6-10-2023;15:00;Platform HKZA;205
6-10-2023;15:10;Platform HKZA;210
6-10-2023;15:20;Platform HKZA;221
6-10-2023;15:30;Platform HKZA;212
6-10-2023;15:40;Platform HKZA;199
6-10-2023;15:50;Platform HKZA;199
6-10-2023;16:00;Platform HKZA;207
6-10-2023;16:10;Platform HKZA;211
6-10-2023;16:20;Platform HKZA;209
6-10-2023;16:30;Platform HKZA;207
6-10-2023;16:40;Platform HKZA;208
6-10-2023;16:50;Platform HKZA;223
6-10-2023;17:00;Platform HKZA;241
6-10-2023;17:10;Platform HKZA;242
6-10-2023;17:20;Platform HKZA;228
6-10-2023;17:30;Platform HKZA;232
6-10-2023;17:40;Platform HKZA;240
6-10-2023;17:50;Platform HKZA;224
6-10-2023;18:00;Platform HKZA;217
6-10-2023;18:10;Platform HKZA;228
6-10-2023;18:20;Platform HKZA;226
6-10-2023;18:30;Platform HKZA;223
6-10-2023;18:40;Platform HKZA;224
6-10-2023;18:50;Platform HKZA;218
6-10-2023;19:00;Platform HKZA;223
6-10-2023;19:10;Platform HKZA;230
6-10-2023;19:20;Platform HKZA;229
6-10-2023;19:30;Platform HKZA;227
6-10-2023;19:40;Platform HKZA;229
6-10-2023;19:50;Platform HKZA;226
6-10-2023;20:00;Platform HKZA;237
6-10-2023;20:10;Platform HKZA;232
6-10-2023;20:20;Platform HKZA;211
6-10-2023;20:30;Platform HKZA;216
6-10-2023;20:40;Platform HKZA;225
6-10-2023;20:50;Platform HKZA;238
6-10-2023;21:00;Platform HKZA;239
6-10-2023;21:10;Platform HKZA;220
6-10-2023;21:20;Platform HKZA;214
6-10-2023;21:30;Platform HKZA;220
6-10-2023;21:40;Platform HKZA;220
6-10-2023;21:50;Platform HKZA;213
6-10-2023;22:00;Platform HKZA;204
6-10-2023;22:10;Platform HKZA;203
6-10-2023;22:20;Platform HKZA;207
6-10-2023;22:30;Platform HKZA;211
6-10-2023;22:40;Platform HKZA;205
6-10-2023;22:50;Platform HKZA;207
6-10-2023;23:00;Platform HKZA;204
6-10-2023;23:10;Platform HKZA;197
6-10-2023;23:20;Platform HKZA;205
6-10-2023;23:30;Platform HKZA;208
6-10-2023;23:40;Platform HKZA;201
6-10-2023;23:50;Platform HKZA;191
7-10-2023;00:00;Platform HKZA;200
7-10-2023;00:10;Platform HKZA;206
7-10-2023;00:20;Platform HKZA;197
7-10-2023;00:30;Platform HKZA;197
7-10-2023;00:40;Platform HKZA;192
7-10-2023;00:50;Platform HKZA;196
7-10-2023;01:00;Platform HKZA;192
7-10-2023;01:10;Platform HKZA;190
7-10-2023;01:20;Platform HKZA;194
7-10-2023;01:30;Platform HKZA;185
7-10-2023;01:40;Platform HKZA;183
7-10-2023;01:50;Platform HKZA;193
7-10-2023;02:00;Platform HKZA;184
7-10-2023;02:10;Platform HKZA;177
7-10-2023;02:20;Platform HKZA;186
7-10-2023;02:30;Platform HKZA;185
7-10-2023;02:40;Platform HKZA;186
7-10-2023;02:50;Platform HKZA;182
7-10-2023;03:00;Platform HKZA;186
7-10-2023;03:10;Platform HKZA;188
7-10-2023;03:20;Platform HKZA;181
7-10-2023;03:30;Platform HKZA;184
7-10-2023;03:40;Platform HKZA;180
7-10-2023;03:50;Platform HKZA;195
7-10-2023;04:00;Platform HKZA;193
7-10-2023;04:10;Platform HKZA;172
7-10-2023;04:20;Platform HKZA;166
7-10-2023;04:30;Platform HKZA;166
7-10-2023;04:40;Platform HKZA;180
7-10-2023;04:50;Platform HKZA;182
7-10-2023;05:00;Platform HKZA;171
7-10-2023;05:10;Platform HKZA;174
7-10-2023;05:20;Platform HKZA;174
7-10-2023;05:30;Platform HKZA;164
7-10-2023;05:40;Platform HKZA;171
7-10-2023;05:50;Platform HKZA;174
7-10-2023;06:00;Platform HKZA;160
7-10-2023;06:10;Platform HKZA;158
7-10-2023;06:20;Platform HKZA;160
7-10-2023;06:30;Platform HKZA;170
7-10-2023;06:40;Platform HKZA;178
7-10-2023;06:50;Platform HKZA;166
7-10-2023;07:00;Platform HKZA;162
7-10-2023;07:10;Platform HKZA;160
7-10-2023;07:20;Platform HKZA;163
7-10-2023;07:30;Platform HKZA;170
7-10-2023;07:40;Platform HKZA;175
7-10-2023;07:50;Platform HKZA;183
7-10-2023;08:00;Platform HKZA;172
7-10-2023;08:10;Platform HKZA;165
7-10-2023;08:20;Platform HKZA;173
7-10-2023;08:30;Platform HKZA;186
7-10-2023;08:40;Platform HKZA;188
7-10-2023;08:50;Platform HKZA;178
7-10-2023;09:00;Platform HKZA;171
7-10-2023;09:10;Platform HKZA;166
7-10-2023;09:20;Platform HKZA;168
7-10-2023;09:30;Platform HKZA;181
7-10-2023;09:40;Platform HKZA;186
7-10-2023;09:50;Platform HKZA;184
7-10-2023;10:00;Platform HKZA;184
7-10-2023;10:10;Platform HKZA;182
7-10-2023;10:20;Platform HKZA;184
7-10-2023;10:30;Platform HKZA;180
7-10-2023;10:40;Platform HKZA;178
7-10-2023;10:50;Platform HKZA;179
7-10-2023;11:00;Platform HKZA;174
7-10-2023;11:10;Platform HKZA;186
7-10-2023;11:20;Platform HKZA;190
7-10-2023;11:30;Platform HKZA;177
7-10-2023;11:40;Platform HKZA;190
7-10-2023;11:50;Platform HKZA;194
7-10-2023;12:00;Platform HKZA;186
7-10-2023;12:10;Platform HKZA;198
7-10-2023;12:20;Platform HKZA;192
7-10-2023;12:30;Platform HKZA;190
7-10-2023;12:40;Platform HKZA;194
7-10-2023;12:50;Platform HKZA;180
7-10-2023;13:00;Platform HKZA;184
7-10-2023;13:10;Platform HKZA;189
7-10-2023;13:20;Platform HKZA;188
7-10-2023;13:30;Platform HKZA;184
7-10-2023;13:40;Platform HKZA;193
7-10-2023;13:50;Platform HKZA;196
7-10-2023;14:00;Platform HKZA;188
7-10-2023;14:10;Platform HKZA;184
7-10-2023;14:20;Platform HKZA;179
7-10-2023;14:30;Platform HKZA;186
7-10-2023;14:40;Platform HKZA;184
7-10-2023;14:50;Platform HKZA;191
7-10-2023;15:00;Platform HKZA;191
7-10-2023;15:10;Platform HKZA;185
7-10-2023;15:20;Platform HKZA;185
7-10-2023;15:30;Platform HKZA;186
7-10-2023;15:40;Platform HKZA;187
7-10-2023;15:50;Platform HKZA;182
7-10-2023;16:00;Platform HKZA;183
7-10-2023;16:10;Platform HKZA;183
7-10-2023;16:20;Platform HKZA;179
7-10-2023;16:30;Platform HKZA;182
7-10-2023;16:40;Platform HKZA;189
7-10-2023;16:50;Platform HKZA;185
7-10-2023;17:00;Platform HKZA;184
7-10-2023;17:10;Platform HKZA;184
7-10-2023;17:20;Platform HKZA;172
7-10-2023;17:30;Platform HKZA;163
7-10-2023;17:40;Platform HKZA;164
7-10-2023;17:50;Platform HKZA;173
7-10-2023;18:00;Platform HKZA;179
7-10-2023;18:10;Platform HKZA;175
7-10-2023;18:20;Platform HKZA;178
7-10-2023;18:30;Platform HKZA;173
7-10-2023;18:40;Platform HKZA;182
7-10-2023;18:50;Platform HKZA;190
7-10-2023;19:00;Platform HKZA;189
7-10-2023;19:10;Platform HKZA;187
7-10-2023;19:20;Platform HKZA;177
7-10-2023;19:30;Platform HKZA;175
7-10-2023;19:40;Platform HKZA;176
7-10-2023;19:50;Platform HKZA;180
7-10-2023;20:00;Platform HKZA;185
7-10-2023;20:10;Platform HKZA;186
7-10-2023;20:20;Platform HKZA;196
7-10-2023;20:30;Platform HKZA;205
7-10-2023;20:40;Platform HKZA;195
7-10-2023;20:50;Platform HKZA;186
7-10-2023;21:00;Platform HKZA;187
7-10-2023;21:10;Platform HKZA;189
7-10-2023;21:20;Platform HKZA;188
7-10-2023;21:30;Platform HKZA;184
7-10-2023;21:40;Platform HKZA;193
7-10-2023;21:50;Platform HKZA;194
7-10-2023;22:00;Platform HKZA;194
7-10-2023;22:10;Platform HKZA;195
7-10-2023;22:20;Platform HKZA;186
7-10-2023;22:30;Platform HKZA;178
7-10-2023;22:40;Platform HKZA;171
7-10-2023;22:50;Platform HKZA;175
7-10-2023;23:00;Platform HKZA;180
7-10-2023;23:10;Platform HKZA;186
7-10-2023;23:20;Platform HKZA;181
7-10-2023;23:30;Platform HKZA;174
7-10-2023;23:40;Platform HKZA;174
7-10-2023;23:50;Platform HKZA;175
8-10-2023;00:00;Platform HKZA;181
8-10-2023;00:10;Platform HKZA;184
8-10-2023;00:20;Platform HKZA;180
8-10-2023;00:30;Platform HKZA;172
8-10-2023;00:40;Platform HKZA;171
8-10-2023;00:50;Platform HKZA;169
8-10-2023;01:00;Platform HKZA;163
8-10-2023;01:10;Platform HKZA;164
8-10-2023;01:20;Platform HKZA;164
8-10-2023;01:30;Platform HKZA;166
8-10-2023;01:40;Platform HKZA;159
8-10-2023;01:50;Platform HKZA;158
8-10-2023;02:00;Platform HKZA;162
8-10-2023;02:10;Platform HKZA;155
8-10-2023;02:20;Platform HKZA;150
8-10-2023;02:30;Platform HKZA;148
8-10-2023;02:40;Platform HKZA;148
8-10-2023;02:50;Platform HKZA;151
8-10-2023;03:00;Platform HKZA;148
8-10-2023;03:10;Platform HKZA;146
8-10-2023;03:20;Platform HKZA;141
8-10-2023;03:30;Platform HKZA;137
8-10-2023;03:40;Platform HKZA;136
8-10-2023;03:50;Platform HKZA;129
8-10-2023;04:00;Platform HKZA;127
8-10-2023;04:10;Platform HKZA;127
8-10-2023;04:20;Platform HKZA;127
8-10-2023;04:30;Platform HKZA;126
8-10-2023;04:40;Platform HKZA;124
8-10-2023;04:50;Platform HKZA;125
8-10-2023;05:00;Platform HKZA;123
8-10-2023;05:10;Platform HKZA;125
8-10-2023;05:20;Platform HKZA;124
8-10-2023;05:30;Platform HKZA;124
8-10-2023;05:40;Platform HKZA;128
8-10-2023;05:50;Platform HKZA;119
8-10-2023;06:00;Platform HKZA;115
8-10-2023;06:10;Platform HKZA;117
8-10-2023;06:20;Platform HKZA;118
8-10-2023;06:30;Platform HKZA;116
8-10-2023;06:40;Platform HKZA;113
8-10-2023;06:50;Platform HKZA;109
8-10-2023;07:00;Platform HKZA;106
8-10-2023;07:10;Platform HKZA;106
8-10-2023;07:20;Platform HKZA;112
8-10-2023;07:30;Platform HKZA;116
8-10-2023;07:40;Platform HKZA;112
8-10-2023;07:50;Platform HKZA;113
8-10-2023;08:00;Platform HKZA;118
8-10-2023;08:10;Platform HKZA;121
8-10-2023;08:20;Platform HKZA;113
8-10-2023;08:30;Platform HKZA;109
8-10-2023;08:40;Platform HKZA;115
8-10-2023;08:50;Platform HKZA;117
8-10-2023;09:00;Platform HKZA;118
8-10-2023;09:10;Platform HKZA;120
8-10-2023;09:20;Platform HKZA;120
8-10-2023;09:30;Platform HKZA;122
8-10-2023;09:40;Platform HKZA;120
8-10-2023;09:50;Platform HKZA;118
8-10-2023;10:00;Platform HKZA;121
8-10-2023;10:10;Platform HKZA;116
8-10-2023;10:20;Platform HKZA;117
8-10-2023;10:30;Platform HKZA;120
8-10-2023;10:40;Platform HKZA;120
8-10-2023;10:50;Platform HKZA;118
8-10-2023;11:00;Platform HKZA;116
8-10-2023;11:10;Platform HKZA;113
8-10-2023;11:20;Platform HKZA;110
8-10-2023;11:30;Platform HKZA;115
8-10-2023;11:40;Platform HKZA;114
8-10-2023;11:50;Platform HKZA;110
8-10-2023;12:00;Platform HKZA;110
8-10-2023;12:10;Platform HKZA;114
8-10-2023;12:20;Platform HKZA;111
8-10-2023;12:30;Platform HKZA;87
8-10-2023;12:40;Platform HKZA;99
8-10-2023;12:50;Platform HKZA;101
8-10-2023;13:00;Platform HKZA;99
8-10-2023;13:10;Platform HKZA;104
8-10-2023;13:20;Platform HKZA;102
8-10-2023;13:30;Platform HKZA;95
8-10-2023;13:40;Platform HKZA;92
8-10-2023;13:50;Platform HKZA;93
8-10-2023;14:00;Platform HKZA;94
8-10-2023;14:10;Platform HKZA;90
8-10-2023;14:20;Platform HKZA;89
8-10-2023;14:30;Platform HKZA;89
8-10-2023;14:40;Platform HKZA;88
8-10-2023;14:50;Platform HKZA;87
8-10-2023;15:00;Platform HKZA;88
8-10-2023;15:10;Platform HKZA;94
8-10-2023;15:20;Platform HKZA;92
8-10-2023;15:30;Platform HKZA;90
8-10-2023;15:40;Platform HKZA;89
8-10-2023;15:50;Platform HKZA;84
8-10-2023;16:00;Platform HKZA;84
8-10-2023;16:10;Platform HKZA;85
8-10-2023;16:20;Platform HKZA;79
8-10-2023;16:30;Platform HKZA;80
8-10-2023;16:40;Platform HKZA;80
8-10-2023;16:50;Platform HKZA;82
8-10-2023;17:00;Platform HKZA;85
8-10-2023;17:10;Platform HKZA;83
8-10-2023;17:20;Platform HKZA;85
8-10-2023;17:30;Platform HKZA;81
8-10-2023;17:40;Platform HKZA;81
8-10-2023;17:50;Platform HKZA;81
8-10-2023;18:00;Platform HKZA;79
8-10-2023;18:10;Platform HKZA;84
8-10-2023;18:20;Platform HKZA;85
8-10-2023;18:30;Platform HKZA;85
8-10-2023;18:40;Platform HKZA;86
8-10-2023;18:50;Platform HKZA;82
8-10-2023;19:00;Platform HKZA;80
8-10-2023;19:10;Platform HKZA;84
8-10-2023;19:20;Platform HKZA;87
8-10-2023;19:30;Platform HKZA;84
8-10-2023;19:40;Platform HKZA;87
8-10-2023;19:50;Platform HKZA;94
8-10-2023;20:00;Platform HKZA;92
8-10-2023;20:10;Platform HKZA;87
8-10-2023;20:20;Platform HKZA;83
8-10-2023;20:30;Platform HKZA;84
8-10-2023;20:40;Platform HKZA;87
8-10-2023;20:50;Platform HKZA;85
8-10-2023;21:00;Platform HKZA;82
8-10-2023;21:10;Platform HKZA;83
8-10-2023;21:20;Platform HKZA;84
8-10-2023;21:30;Platform HKZA;85
8-10-2023;21:40;Platform HKZA;86
8-10-2023;21:50;Platform HKZA;88
8-10-2023;22:00;Platform HKZA;90
8-10-2023;22:10;Platform HKZA;88
8-10-2023;22:20;Platform HKZA;86
8-10-2023;22:30;Platform HKZA;87
8-10-2023;22:40;Platform HKZA;86
8-10-2023;22:50;Platform HKZA;88
8-10-2023;23:00;Platform HKZA;84
8-10-2023;23:10;Platform HKZA;79
8-10-2023;23:20;Platform HKZA;82
8-10-2023;23:30;Platform HKZA;85
8-10-2023;23:40;Platform HKZA;84
8-10-2023;23:50;Platform HKZA;87
9-10-2023;00:00;Platform HKZA;84
9-10-2023;00:10;Platform HKZA;83
9-10-2023;00:20;Platform HKZA;85
9-10-2023;00:30;Platform HKZA;84
9-10-2023;00:40;Platform HKZA;80
9-10-2023;00:50;Platform HKZA;82
9-10-2023;01:00;Platform HKZA;87
9-10-2023;01:10;Platform HKZA;83
9-10-2023;01:20;Platform HKZA;81
9-10-2023;01:30;Platform HKZA;79
9-10-2023;01:40;Platform HKZA;80
9-10-2023;01:50;Platform HKZA;80
9-10-2023;02:00;Platform HKZA;77
9-10-2023;02:10;Platform HKZA;76
9-10-2023;02:20;Platform HKZA;78
9-10-2023;02:30;Platform HKZA;83
9-10-2023;02:40;Platform HKZA;85
9-10-2023;02:50;Platform HKZA;83
9-10-2023;03:00;Platform HKZA;83
9-10-2023;03:10;Platform HKZA;81
9-10-2023;03:20;Platform HKZA;83
9-10-2023;03:30;Platform HKZA;77
9-10-2023;03:40;Platform HKZA;73
9-10-2023;03:50;Platform HKZA;75
9-10-2023;04:00;Platform HKZA;78
9-10-2023;04:10;Platform HKZA;81
9-10-2023;04:20;Platform HKZA;77
9-10-2023;04:30;Platform HKZA;79
9-10-2023;04:40;Platform HKZA;80
9-10-2023;04:50;Platform HKZA;78
9-10-2023;05:00;Platform HKZA;78
9-10-2023;05:10;Platform HKZA;81
9-10-2023;05:20;Platform HKZA;87
9-10-2023;05:30;Platform HKZA;83
9-10-2023;05:40;Platform HKZA;78
9-10-2023;05:50;Platform HKZA;81
9-10-2023;06:00;Platform HKZA;80
9-10-2023;06:10;Platform HKZA;81
9-10-2023;06:20;Platform HKZA;85
9-10-2023;06:30;Platform HKZA;80
9-10-2023;06:40;Platform HKZA;81
9-10-2023;06:50;Platform HKZA;82
9-10-2023;07:00;Platform HKZA;82
9-10-2023;07:10;Platform HKZA;85
9-10-2023;07:20;Platform HKZA;84
9-10-2023;07:30;Platform HKZA;82
9-10-2023;07:40;Platform HKZA;90
9-10-2023;07:50;Platform HKZA;94
9-10-2023;08:00;Platform HKZA;89
9-10-2023;08:10;Platform HKZA;88
9-10-2023;08:20;Platform HKZA;89
9-10-2023;08:30;Platform HKZA;91
9-10-2023;08:40;Platform HKZA;90
9-10-2023;08:50;Platform HKZA;
9-10-2023;09:00;Platform HKZA;89
9-10-2023;09:10;Platform HKZA;89
9-10-2023;09:20;Platform HKZA;91
9-10-2023;09:30;Platform HKZA;93
9-10-2023;09:40;Platform HKZA;94
9-10-2023;09:50;Platform HKZA;94
9-10-2023;10:00;Platform HKZA;90
9-10-2023;10:10;Platform HKZA;89
9-10-2023;10:20;Platform HKZA;99
9-10-2023;10:30;Platform HKZA;101
9-10-2023;10:40;Platform HKZA;93
9-10-2023;10:50;Platform HKZA;93
9-10-2023;11:00;Platform HKZA;93
9-10-2023;11:10;Platform HKZA;94
9-10-2023;11:20;Platform HKZA;95
9-10-2023;11:30;Platform HKZA;92
9-10-2023;11:40;Platform HKZA;93
9-10-2023;11:50;Platform HKZA;92
9-10-2023;12:00;Platform HKZA;91
9-10-2023;12:10;Platform HKZA;89
9-10-2023;12:20;Platform HKZA;94
9-10-2023;12:30;Platform HKZA;97
9-10-2023;12:40;Platform HKZA;92
9-10-2023;12:50;Platform HKZA;92
9-10-2023;13:00;Platform HKZA;94
9-10-2023;13:10;Platform HKZA;93
9-10-2023;13:20;Platform HKZA;90
9-10-2023;13:30;Platform HKZA;87
9-10-2023;13:40;Platform HKZA;87
9-10-2023;13:50;Platform HKZA;92
9-10-2023;14:00;Platform HKZA;91
9-10-2023;14:10;Platform HKZA;86
9-10-2023;14:20;Platform HKZA;86
9-10-2023;14:30;Platform HKZA;86
9-10-2023;14:40;Platform HKZA;84
9-10-2023;14:50;Platform HKZA;82
9-10-2023;15:00;Platform HKZA;83
9-10-2023;15:10;Platform HKZA;82
9-10-2023;15:20;Platform HKZA;81
9-10-2023;15:30;Platform HKZA;87
9-10-2023;15:40;Platform HKZA;87
9-10-2023;15:50;Platform HKZA;84
9-10-2023;16:00;Platform HKZA;86
9-10-2023;16:10;Platform HKZA;81
9-10-2023;16:20;Platform HKZA;81
9-10-2023;16:30;Platform HKZA;85
9-10-2023;16:40;Platform HKZA;82
9-10-2023;16:50;Platform HKZA;79
9-10-2023;17:00;Platform HKZA;79
9-10-2023;17:10;Platform HKZA;83
9-10-2023;17:20;Platform HKZA;81
9-10-2023;17:30;Platform HKZA;77
9-10-2023;17:40;Platform HKZA;86
9-10-2023;17:50;Platform HKZA;91
9-10-2023;18:00;Platform HKZA;86
9-10-2023;18:10;Platform HKZA;86
9-10-2023;18:20;Platform HKZA;89
9-10-2023;18:30;Platform HKZA;95
9-10-2023;18:40;Platform HKZA;91
9-10-2023;18:50;Platform HKZA;89
9-10-2023;19:00;Platform HKZA;95
9-10-2023;19:10;Platform HKZA;93
9-10-2023;19:20;Platform HKZA;90
9-10-2023;19:30;Platform HKZA;89
9-10-2023;19:40;Platform HKZA;90
9-10-2023;19:50;Platform HKZA;96
9-10-2023;20:00;Platform HKZA;94
9-10-2023;20:10;Platform HKZA;90
9-10-2023;20:20;Platform HKZA;93
9-10-2023;20:30;Platform HKZA;93
9-10-2023;20:40;Platform HKZA;87
9-10-2023;20:50;Platform HKZA;87
9-10-2023;21:00;Platform HKZA;91
9-10-2023;21:10;Platform HKZA;92
9-10-2023;21:20;Platform HKZA;88
9-10-2023;21:30;Platform HKZA;87
9-10-2023;21:40;Platform HKZA;88
9-10-2023;21:50;Platform HKZA;88
9-10-2023;22:00;Platform HKZA;92
9-10-2023;22:10;Platform HKZA;90
9-10-2023;22:20;Platform HKZA;86
9-10-2023;22:30;Platform HKZA;90
9-10-2023;22:40;Platform HKZA;89
9-10-2023;22:50;Platform HKZA;87
9-10-2023;23:00;Platform HKZA;90
9-10-2023;23:10;Platform HKZA;94
9-10-2023;23:20;Platform HKZA;90
9-10-2023;23:30;Platform HKZA;87
9-10-2023;23:40;Platform HKZA;89
9-10-2023;23:50;Platform HKZA;88
10-10-2023;00:00;Platform HKZA;87
10-10-2023;00:10;Platform HKZA;91
10-10-2023;00:20;Platform HKZA;95
10-10-2023;00:30;Platform HKZA;90
10-10-2023;00:40;Platform HKZA;86
10-10-2023;00:50;Platform HKZA;85
10-10-2023;01:00;Platform HKZA;89
10-10-2023;01:10;Platform HKZA;91
10-10-2023;01:20;Platform HKZA;87
10-10-2023;01:30;Platform HKZA;86
10-10-2023;01:40;Platform HKZA;88
10-10-2023;01:50;Platform HKZA;89
10-10-2023;02:00;Platform HKZA;83
10-10-2023;02:10;Platform HKZA;80
10-10-2023;02:20;Platform HKZA;83
10-10-2023;02:30;Platform HKZA;79
10-10-2023;02:40;Platform HKZA;73
10-10-2023;02:50;Platform HKZA;74
10-10-2023;03:00;Platform HKZA;76
10-10-2023;03:10;Platform HKZA;76
10-10-2023;03:20;Platform HKZA;70
10-10-2023;03:30;Platform HKZA;67
10-10-2023;03:40;Platform HKZA;67
10-10-2023;03:50;Platform HKZA;67
10-10-2023;04:00;Platform HKZA;65
10-10-2023;04:10;Platform HKZA;65
10-10-2023;04:20;Platform HKZA;63
10-10-2023;04:30;Platform HKZA;61
10-10-2023;04:40;Platform HKZA;60
